years hunting,years hunted last 5,antlered harvest,antlerless harvest,land,land fee,trail cameras,hunt other states,which other state,archery bear,I hunt with the goal of harvesting an antlered deer only.,I do not care if I harvest an antlered or antlerless deer  as long as I get a deer.,archery hunt,archery wmu,archery days,archery antlered harvest,archery antlerless harvest,archery land,archery weapon,archery hunting camp,archery portable treestand,archery permanent treestand,archery urine lure,archery live in wmu,archery miles travelled,hunt opening day,firearm wmu,firearm antlered harvest,firearm antlerless harvest,days scouting,firearm land,Muzzleloader days,archery flintlock days,1st monday,1st tuesday,1st wednesday,1st thursday,1st friday,1st saturday,2nd monday,2nd tuesday,2nd wednesday,2nd thursday,2nd friday,2nd saturday,firearm hunting camp,firearm portable treestand,firearm permanent treestand,firearm urine lure,deer drive,firearm live in wmu,firearm miles travelled,age began,education,current home,start home,mentor,health,archery num,Base Hunting License,Resident Archery,Resident Muzzleloader,Non-resident Archery,Non-resident Muzzleloader,No. Antls Licenses - Resident,No. Antls Licenses - Resident Landowner,No. Antls Licenses for Special Regulations - Resident,No. Antls Licenses - Resident Military,No. Antls Licenses - Resident Disabled Vet,Priv 605,Priv 606,No. Antls Licenses - Non-resident,No. Antls Licenses - Non-resident Landowner,No. DMAP Permits - Resident,No. DMAP Permits - Non-resident,No. DMAP Permit - Resident,No. DMAP Permit - Non-resident
35,5,No,1,private,No,0,No,,No,Disagree,Disagree,No,,,,,,,,,,,,,Yes,2E,Yes,1,1,private,2,0,Monday,Tuesday,,,,Saturday,,,Wednesday,,,Saturday,No,No,No,No,Yes,No,30,18,College graduate,Suburban,City,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Senior,,,,,1,,,,,,,,,,,,
35,5,No,0,private,No,0,No,,No,Disagree,Agree,Yes,2E,6-10 days,No,0,private,crossbow,No,No,No,No,Yes,20,Yes,2E,No,0,5,private,2,0,Monday,,,,,Saturday,,,,,,Saturday,No,No,No,No,No,Yes,20,12,High school or less,Suburban,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),8,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
34,5,No,0,private,No,2,No,,No,Strongly Agree,Neither Agree nor Disagree,Yes,2E,3-5 days,No,0,private,crossbow,Yes,No,No,No,No,100,Yes,2E,No,0,21,private,1,0,Monday,Tuesday,Wednesday,,,,,,,,Friday,Saturday,Yes,No,No,No,Yes,No,100,12,Some college/vocational training,Suburban,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),4,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
30,5,No,1,public,No,0,No,,No,Disagree,Disagree,No,,,,,,,,,,,,,Yes,2E,No,1,2,public,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,No,Yes,No,No,No,No,10,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,2,,,,,,,,,,,,
3,3,No,0,public,No,0,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,No,2E,No,0,0,public,0,0,,,,,,Saturday,,,,,,,No,Yes,No,No,No,No,75,15,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Junior,,,,,1,,,,,,,,,,,,
14,5,No,0,both,No,0,No,,No,Neither Agree nor Disagree,Strongly Agree,Yes,2E,6-10 days,No,0,private,vertical bow.,No,Yes,No,No,Yes,1,Yes,2E,No,0,0,public,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,No,Yes,No,No,Yes,Yes,10,12,High school or less,Country/rural,County/rural,Relative,Good (minor health problems or injuries),8,Resident Adult,Yes,,,,1,,,,,,,,,,,,
44,5,No,0,private,No,0,No,,No,Agree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,2E,No,0,1,private,0,0,Monday,,,,,,,,,,,Saturday,No,No,Yes,No,Yes,No,30,12,College graduate,Rural town/village,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
7,5,Yes,0,both,No,0,No,,No,Agree,Agree,No,,,,,,,,,,,,,Yes,2E,Yes,0,15,both,0,0,Monday,,,,Friday,Saturday,,,,,,Saturday,No,No,No,No,No,Yes,5,14,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,Yes,,,,,,,,,,,,,,,,
43,5,No,1,private,No,0,No,,No,Strongly Agree,Strongly Disagree,No,,,,,,,,,,,,,Yes,2E,No,1,7,both,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,,,,,,Yes,Yes,Yes,No,No,No,104,12,College graduate,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Non-Resident Adult,,,Yes,,,,,,,,,1,,,,,
10,4,No,1,private,No,0,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,2E,No,1,2,private,0,0,Monday,,,,,Saturday,Monday,,,,Friday,Saturday,No,No,Yes,No,No,Yes,0,21,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
45,5,No,0,private,No,0,No,,No,Agree,Disagree,No,,,,,,,,,,,,,Yes,2E,No,0,5,private,0,0,Monday,,,,,Saturday,,,,,,Saturday,Yes,No,No,No,Yes,Yes,5,15,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
40,5,No,0,private,No,1,No,,No,Disagree,Strongly Agree,No,,,,,,,,,,,,,Yes,2E,No,0,10,private,0,0,Monday,Tuesday,,,,Saturday,,,,,Friday,Saturday,No,Yes,No,No,Yes,Yes,0,12,Some college/vocational training,Country/rural,Rural town/village,Relative,Excellent (no health problems or injuries),,Resident Adult,Yes,,,,,,,,,,,,,,,,
30,5,No,0,both,No,1,No,,No,Agree,Neither Agree nor Disagree,Yes,[Select the WMU],11-15 days,No,,public,vertical bow.,No,Yes,No,No,Yes,10,Yes,2E,No,0,,both,0,10,Monday,Tuesday,Wednesday,,Friday,Saturday,Monday,Tuesday,,Thursday,Friday,Saturday,No,Yes,No,No,No,Yes,10,12,High school or less,Rural town/village,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),13,Resident Adult,Yes,,,,1,,,,,,,,,,,,
46,5,No,0,both,No,1,No,,No,,Strongly Agree,Yes,2E,6-10 days,No,0,both,crossbow,No,No,No,No,,10,Yes,2E,No,0,0,both,3,4,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,,Wednesday,,Friday,Saturday,No,No,No,No,Yes,Yes,10,12,High school or less,Country/rural,County/rural,Relative,Good (minor health problems or injuries),8,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
47,5,Yes,0,both,No,0,No,,No,Disagree,Strongly Agree,Yes,2E,6-10 days,No,0,both,crossbow,No,Yes,Yes,Yes,Yes,2,Yes,2E,Yes,0,10,both,2,0,Monday,,,,,,,,,,,,No,Yes,No,,No,Yes,1,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),8,Resident Adult,Yes,Yes,,,2,,,,,,,,,,,,
30,1,No,0,both,No,0,No,,No,Neither Agree nor Disagree,Strongly Agree,No,,,,,,,,,,,,,No,2E,No,0,5,both,0,0,Monday,Tuesday,Wednesday,Thursday,,,,,,,,,No,No,No,No,No,Yes,6,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Senior,,,,,,,,,,,,,,,,,
17,5,No,0,private,No,4,No,IN,No,Strongly Disagree,Strongly Disagree,Yes,2E,11-15 days,No,0,private,vertical bow.,No,Yes,Yes,Yes,Yes,5,Yes,2E,No,0,50,private,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,No,No,Yes,No,Yes,Yes,10,12,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),13,Resident Adult,Yes,,,,2,,,,,,,,,,,,
40,5,No,0,private,No,0,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,2E,No,0,0,private,0,0,Monday,,,,,Saturday,,,,Thursday,,Saturday,No,No,No,No,No,Yes,0,12,High school or less,Country/rural,County/rural,Relative,Excellent (no health problems or injuries),,Resident Landowner,,,,,,,,,,,,,,,,,
3,3,No,0,private,No,2,No,,No,Agree,Agree,Yes,2E,6-10 days,No,0,private,crossbow,No,No,No,No,Yes,1,Yes,2E,No,0,5,private,0,1,Monday,,Wednesday,,,Saturday,Monday,,Wednesday,,,Saturday,No,No,No,No,No,Yes,1,11,High school or less,Rural town/village,Rural town/village,Relative,Good (minor health problems or injuries),8,Resident Junior,,,,,1,,,,,,,,,,,,
10,4,No,0,private,No,0,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,No,2E,No,0,20,private,0,0,,,,,,Saturday,,,,,,Saturday,No,No,No,No,No,No,8,18,Some college/vocational training,Rural town/village,County/rural,Friend,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Adult,,,,,,,,,,,,,,,,,
21,5,No,1,private,No,0,No,,No,Strongly Disagree,Strongly Agree,No,,,,,,,,,,,,,Yes,2E,No,1,1,private,0,0,,,Wednesday,,,,,,Wednesday,,,,No,No,Yes,No,No,No,40,12,College graduate,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
30,1,No,0,private,No,0,No,,No,Strongly Disagree,Disagree,No,,,,,,,,,,,,,No,2E,No,0,0,private,1,,,,Wednesday,,,,,,,,,,No,No,No,No,No,Yes,0,12,College graduate,Country/rural,County/rural,Parent or Grandparent,Poor (significant health problems or injuries that affect my daily life and mobility),,Resident Senior,,,,,,,,,,,,,,,,,
35,5,Yes,0,private,No,1,No,,No,Disagree,Strongly Agree,No,,,,,,,,,,,,,Yes,2E,Yes,0,5,private,0,0,Monday,,,,,Saturday,,,,,,Saturday,Yes,No,Yes,No,No,Yes,1,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
44,5,No,0,both,No,0,No,,No,Agree,Disagree,Yes,2E,1-2 days,No,0,private,crossbow,No,No,No,No,Yes,10,Yes,2E,No,0,2,both,0,0,Monday,,,,,Saturday,,,,,,Saturday,No,No,No,No,No,Yes,10,12,High school or less,Rural town/village,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),2,Resident Adult,Yes,,,,,,,,,,,,,,,,
5,1,No,0,private,No,4,No,,No,Agree,Disagree,No,,,,,,,,,,,,,Yes,2E,No,0,1,private,0,0,Monday,Tuesday,Wednesday,Thursday,,,,,,,,,No,Yes,Yes,No,No,Yes,8,13,College graduate,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
45,5,No,0,both,No,0,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,2E,Yes,0,2,both,0,0,Monday,,,,Friday,Saturday,,,,,Friday,Saturday,No,No,No,No,Yes,Yes,5,12,High school or less,Country/rural,County/rural,Relative,Good (minor health problems or injuries),,Resident Adult,,Yes,,,,,,,,,,,,,,,
30,4,No,0,private,No,0,No,,No,Disagree,Strongly Agree,No,,,,,,,,,,,,,Yes,2E,No,0,0,private,0,0,Monday,,,,,Saturday,,,,,,Saturday,No,No,No,No,Yes,Yes,5,12,College graduate,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
13,4,Yes,1,private,No,0,Yes,OH,No,Strongly Disagree,Agree,Yes,2E,6-10 days,No,0,private,vertical bow.,No,Yes,Yes,No,No,250,Yes,2E,Yes,1,5,private,0,10,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,,,,,,No,Yes,Yes,No,Yes,No,250,23,Some college/vocational training,Rural town/village,Rural town/village,Friend,Good (minor health problems or injuries),8,Non-Resident Adult,,,Yes,,,,,,,,,1,,,,,
9,3,No,0,both,No,0,No,,No,Neither Agree nor Disagree,Agree,Yes,2E,6-10 days,No,4,both,crossbow,No,Yes,No,No,Yes,2,Yes,2E,No,1,0,both,0,10,Monday,Tuesday,Wednesday,,,Saturday,Monday,,,,,Saturday,No,No,No,No,No,Yes,2,12,High school or less,City,Suburban,,Fair (some health problems or injuries that affect my daily life and mobility),8,Resident Adult,Yes,,,,1,,,,,,,,,,,,
47,5,No,0,public,No,6,No,,Yes,Agree,Strongly Disagree,Yes,2E,6-10 days,No,0,public,crossbow,No,No,No,No,Yes,10,Yes,2E,No,0,15,public,6,0,Monday,Tuesday,,,,Saturday,,,,Thursday,Friday,Saturday,No,No,No,No,Yes,Yes,10,12,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),8,Resident Adult,Yes,,,,2,,,,,,,,,,,,
4,4,Yes,0,private,No,2,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,2E,Yes,1,30,private,0,0,Monday,,,,,,,,,,,,No,No,Yes,No,No,Yes,1,11,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Junior,,,,,1,,,,,,,,,,,,
31,5,Yes,1,public,No,0,No,,No,,Strongly Agree,No,,,,,,,,,,,,,Yes,2E,Yes,1,1,public,0,0,Monday,,,,Friday,Saturday,,,,Thursday,,,No,No,No,No,No,Yes,4,12,Some college/vocational training,Rural town/village,Rural town/village,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
30,5,No,0,both,No,0,No,,No,Neither Agree nor Disagree,Strongly Agree,No,,,,,,,,,,,,,Yes,2E,No,0,6,private,0,0,Monday,Tuesday,Wednesday,,,,,Tuesday,,,,,No,No,No,No,No,Yes,0,13,College graduate,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Landowner,,,,,,,,,,,,,,,,,
30,5,No,0,both,No,0,No,,No,Disagree,Agree,Yes,5D,More than 15 days,No,0,private,crossbow,No,No,Yes,Yes,Yes,0,Yes,2E,No,0,1,both,,,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,,,,,,Yes,No,Yes,No,Yes,No,225,35,High school or less,Rural town/village,Rural town/village,Relative,Good (minor health problems or injuries),20,Resident Adult,Yes,Yes,,,1,,3,,,,,,,,,,
50,5,No,1,both,No,1,No,,Yes,Strongly Agree,Neither Agree nor Disagree,Yes,2E,More than 15 days,No,0,private,vertical bow.,No,Yes,No,No,Yes,0,Yes,2E,No,1,30,private,0,5,Monday,Tuesday,Wednesday,,Friday,Saturday,Monday,Tuesday,,Thursday,Friday,Saturday,No,Yes,No,No,No,Yes,0,12,Some college/vocational training,Country/rural,Rural town/village,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),20,Resident Adult,Yes,,,,1,,,,,,,,,,,,
39,5,No,0,private,No,0,No,,No,Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,2E,No,0,4,both,0,0,Monday,Tuesday,Wednesday,,,Saturday,,,,,Friday,Saturday,No,No,No,No,Yes,Yes,6,12,High school or less,Country/rural,Rural town/village,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
50,5,No,0,private,No,0,No,,No,Disagree,Strongly Agree,Yes,2E,6-10 days,No,0,private,crossbow,No,Yes,No,Yes,Yes,8,Yes,2E,No,0,10,private,0,8,Monday,Tuesday,Wednesday,,,Saturday,,,Wednesday,Thursday,,,No,No,No,No,No,No,,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),8,Resident Senior,,,,,1,,,,,,,,,,,,
62,5,No,0,both,No,2,No,,No,Agree,Neither Agree nor Disagree,Yes,2E,More than 15 days,No,0,private,crossbow,No,No,Yes,No,Yes,100,Yes,2E,No,0,2,both,0,20,Monday,Tuesday,,,,,,,,,,Saturday,No,No,Yes,No,No,No,100,18,Some college/vocational training,Suburban,County/rural,Friend,Fair (some health problems or injuries that affect my daily life and mobility),20,Resident Senior,,,,,1,,,,,,,,,,,,
30,5,No,0,private,No,3,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,Yes,2E,More than 15 days,No,0,private,crossbow,No,Yes,No,No,Yes,12,Yes,2E,No,0,15,private,0,2,Monday,Tuesday,,,,Saturday,,,,,,Saturday,No,No,No,No,Yes,Yes,12,12,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),20,Resident Adult,Yes,,,,1,,,,,,,,,,,,
43,5,No,0,both,No,2,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,2E,No,0,14,private,,,Monday,,,,,Saturday,Monday,,,,Friday,Saturday,No,No,No,No,No,No,8,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,Yes,,,1,,,,,,,,,,,,
6,5,No,0,private,No,1,No,,No,Agree,Disagree,No,,,,,,,,,,,,,Yes,2E,No,0,2,private,0,0,Monday,,,,,Saturday,,,,,,Saturday,Yes,Yes,No,No,No,No,30,14,Some college/vocational training,Suburban,Suburban,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
31,5,No,1,private,No,0,No,,No,Disagree,Agree,No,,,,,,,,,,,,,Yes,2E,No,1,0,private,0,0,Monday,Tuesday,,,,Saturday,,,,,,Saturday,No,No,No,No,Yes,Yes,5,12,Some college/vocational training,Rural town/village,Rural town/village,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
4,4,Yes,0,private,No,1,No,,No,Disagree,Agree,No,,,,,,,,,,,,,Yes,2E,Yes,0,0,private,0,0,Monday,,,,,,,,,,,,No,No,No,No,No,No,81,10,High school or less,Rural town/village,Rural town/village,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Junior,,,,,1,,,,,,,,,,,,
4,4,Yes,0,both,No,0,No,,No,Strongly Disagree,Agree,Yes,5B,6-10 days,No,,private,crossbow,No,No,Yes,Yes,Yes,3,Yes,2E,Yes,0,1,public,0,0,Monday,,,,,,,,,,,,No,No,No,No,No,No,2,12,High school or less,Suburban,Suburban,Parent or Grandparent,Good (minor health problems or injuries),8,Resident Junior,,,,,,,,,,,,,,,,,
58,5,No,0,public,No,0,No,,No,Strongly Disagree,Strongly Disagree,Yes,2D,11-15 days,No,0,public,crossbow,No,No,No,No,Yes,10,Yes,2E,No,0,15,public,0,2,Monday,,,,,,,,,,,Saturday,No,No,No,No,No,Yes,10,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),13,Resident Senior,,,,,1,,,,,,,,,,,,
15,3,No,1,private,No,2,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,Yes,2E,11-15 days,No,0,private,both,No,Yes,No,Yes,Yes,0,Yes,2E,No,0,0,private,0,,Monday,,,,,Saturday,,,,,,Saturday,No,No,No,No,Yes,Yes,0,16,High school or less,Country/rural,County/rural,Relative,Fair (some health problems or injuries that affect my daily life and mobility),13,Resident Senior,,,,,1,,,,,,,,,,,,
62,5,No,0,private,No,0,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,2E,No,0,10,private,,,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,No,No,No,No,No,Yes,0,13,Some college/vocational training,Country/rural,County/rural,Relative,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Senior,,,,,1,,,,,,,,,,,,
11,5,No,2,private,No,0,No,,No,Strongly Disagree,Agree,Yes,2E,11-15 days,No,0,private,vertical bow.,No,Yes,No,Yes,Yes,20,Yes,2E,No,1,10,private,0,10,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,No,No,No,No,No,Yes,20,11,College graduate,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),13,Resident Adult,Yes,Yes,,,2,,,,,,,,,,,,
47,4,No,0,private,No,0,No,,No,Agree,Disagree,No,,,,,,,,,,,,,Yes,2E,No,0,0,private,0,0,Monday,Tuesday,,,,Saturday,,,,,,Saturday,No,No,No,No,No,Yes,1,16,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Adult,,,,,,,,,,,,,,,,,
18,5,No,0,both,No,3,No,,No,Agree,Disagree,Yes,2D,3-5 days,No,0,private,crossbow,No,Yes,Yes,Yes,No,60,Yes,2E,No,0,5,both,0,0,Monday,,,,,Saturday,,,,,,,No,Yes,No,Yes,No,No,60,12,College graduate,Suburban,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),4,Resident Adult,Yes,,,,,,,,,,,,,,,,
9,5,Yes,2,both,No,0,Yes,OH,No,Disagree,Agree,Yes,2E,6-10 days,Yes,0,private,both,No,Yes,No,No,No,160,No,2E,No,1,2,private,0,0,,,,,,Saturday,,,,,,,No,No,No,No,Yes,No,160,9,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),8,Non-resident Junior,,,,,,,,,,,,2,,,,,
20,4,No,0,private,No,0,No,,No,Strongly Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,No,2E,No,0,3,private,1,0,,,,,,Saturday,,,,,,Saturday,No,No,No,No,No,No,115,34,High school or less,Rural town/village,Rural town/village,Other adult,Good (minor health problems or injuries),,Resident Adult,,Yes,,,2,,,,,,,,,,,,
50,5,No,0,private,No,0,No,,No,Strongly Agree,Strongly Disagree,No,,,,,,,,,,,,,Yes,2E,No,0,14,private,0,0,Monday,,,,Friday,Saturday,,,Wednesday,,,Saturday,No,No,No,No,No,Yes,1,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
40,5,No,0,both,No,0,No,,No,Neither Agree nor Disagree,Agree,No,,,,,,,,,,,,,Yes,2E,No,0,5,both,,,Monday,Tuesday,Wednesday,,,Saturday,,,,Thursday,,Saturday,,,Yes,,,,20,16,Some college/vocational training,Country/rural,County/rural,Friend,Good (minor health problems or injuries),,Resident Senior,,,,,1,,,,,,,,,,,,
64,5,Yes,1,private,No,0,No,,No,Agree,Neither Agree nor Disagree,Yes,2E,6-10 days,No,0,private,crossbow,No,Yes,No,No,Yes,0,Yes,2E,Yes,1,0,private,2,,Monday,Tuesday,,,,,,,,,,,No,No,Yes,No,No,Yes,0,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),8,Resident Senior,,,,,1,,,,,,,,,,,,
47,5,No,0,private,No,1,No,,No,Agree,Agree,No,,,,,,,,,,,,,Yes,2E,Yes,4,0,private,0,0,Monday,,,,,Saturday,,,,,Friday,Saturday,No,No,Yes,No,No,Yes,0,12,College graduate,Country/rural,Suburban,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Adult,,,,,1,,,,,,,,,,,,
25,5,Yes,1,private,No,1,No,,No,Strongly Disagree,Strongly Agree,Yes,2E,More than 15 days,Yes,1,private,crossbow,No,Yes,Yes,Yes,Yes,3,Yes,2E,No,1,10,private,5,20,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,No,No,No,Yes,Yes,Yes,6,12,High school or less,Rural town/village,Rural town/village,Relative,Good (minor health problems or injuries),20,Resident Adult,Yes,Yes,,,2,,,,,,,,,,,,
21,5,Yes,0,both,No,0,No,,No,Disagree,Agree,Yes,2E,11-15 days,No,0,both,crossbow,No,No,Yes,Yes,Yes,10,Yes,2E,Yes,0,6,public,0,0,Monday,Tuesday,,,Friday,Saturday,,,,Thursday,Friday,Saturday,No,No,Yes,Yes,No,Yes,10,12,High school or less,Rural town/village,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),13,Resident Adult,Yes,,,,2,,,,,,,,,,,,
46,5,Yes,0,both,No,0,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,Yes,4E,11-15 days,No,0,both,both,No,Yes,No,No,No,30,Yes,2E,Yes,0,10,both,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,,,,,,,,Yes,Yes,No,No,No,No,150,14,High school or less,Country/rural,County/rural,Relative,Excellent (no health problems or injuries),13,Resident Adult,Yes,Yes,,,1,,1,,,,,,,,,,
7,5,No,0,private,No,0,No,,No,Agree,Agree,Yes,2E,3-5 days,No,0,private,crossbow,No,No,Yes,No,Yes,1,No,2E,,0,0,private,0,0,,,,,,Saturday,,,,,,,No,No,Yes,No,No,Yes,1,12,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),4,Resident Adult,Yes,Yes,,,,,,,,,,,,,,,
49,5,No,0,both,No,0,No,,No,Neither Agree nor Disagree,Agree,No,,,,,,,,,,,,,Yes,2E,No,0,2,private,0,0,Monday,Tuesday,Wednesday,,,Saturday,,,Wednesday,,,,No,No,No,No,Yes,Yes,15,12,High school or less,City,City,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
62,5,Yes,1,both,No,0,No,,No,Disagree,Agree,No,,,,,,,,,,,,,,2E,No,1,5,both,0,0,Monday,Tuesday,,,Friday,Saturday,Monday,,,,,Saturday,Yes,No,No,No,Yes,Yes,7,13,High school or less,Country/rural,Suburban,Parent or Grandparent,Good (minor health problems or injuries),,Resident Senior,,,,,1,,,,,,,,,,,,
41,5,No,1,both,No,0,No,,No,Strongly Disagree,Neither Agree nor Disagree,Yes,2E,6-10 days,No,1,both,vertical bow.,No,Yes,No,No,Yes,10,Yes,2E,No,0,4,both,,0,Monday,Tuesday,,,,Saturday,,,,,,Saturday,No,No,No,No,Yes,Yes,10,12,High school or less,Rural town/village,Rural town/village,Relative,Excellent (no health problems or injuries),8,Resident Adult,Yes,,,,1,,,,,,,,,,,,
